Manhattan,1,2,3,4,5,6,7,8,9,10
0.0,15757.691264458323,20200.259435786043,9517.668232509728,5588.853634537063,3281.488246764413,1430.2086778758846,602.9548488263027,2102.553977579326,3211.4557560606645
,0.0,16003.499,7219.196666666668,10221.031,16325.2705,14506.48588961039,15335.957402597402,14980.056095890412,12922.931357142857
,,0.0,10690.484333333334,14613.552,17521.517666666663,18775.12146103896,19602.262814935064,18111.885424657536,16995.133535714285
,,,0.0,3935.2926666666663,9116.0245,8090.510188311688,8918.813116883115,7771.22207762557,6312.5300119047615
,,,,0.0,6110.8325,4293.5019025974025,5123.066808441558,4768.923,2710.0564999999997
,,,,,0.0,1855.5799090909088,2682.5692337662335,1358.795894977169,3413.0361785714285
,,,,,,0.0,833.4302824675323,674.8275699163852,1784.5120454545456
,,,,,,,0.0,1500.824883695072,2613.9973051948054
,,,,,,,,0.0,2062.251068003914
,,,,,,,,,0.0
